n_clicks,n_visits,amount_spent,amount_discount,days_since_registration
547,89,1102.1819391734307,342.9161986294638,158
319,30,811.4584644587284,73.53561521694385,163
300,64,666.6706909891572,46.80333651667317,200
272,70,3107.443708403715,80.48441279335749,202
411,83,48.13048565336908,15.12503985307427,325
415,126,517.2269362793908,69.368059605315,457
246,89,306.0483682375524,106.85657791487186,128
121,75,4108.188370514718,125.3769915217872,218
231,56,4591.675672789106,30.141589359218436,303
293,78,939.9190324821518,237.2602942591909,81
532,45,438.18428187554986,169.89808995102163,43
619,31,644.5088576045957,229.71600607430764,146
396,134,356.853425288005,95.5971797354926,116
458,61,1166.016467777266,427.0030328836961,211
567,91,804.6234587220681,247.62420395833223,98
345,33,248.0262930156996,55.85368624052908,113
412,71,699.762477136933,270.2365626068592,39
421,65,621.8229986091698,152.4839396118342,181
320,67,245.61395799815224,81.6503722885608,317
222,95,2946.213098178484,102.07453276674548,194
321,31,1947.9199855001905,49.13656642548497,348
248,80,1026.4748570018023,231.0397841991576,153
488,96,466.27447262095166,35.58462518596132,200
130,100,780.8700135744461,32.97854978356302,142
443,98,540.8557857124762,64.07074305004379,307
493,88,1093.2290333557382,220.427746749134,267
311,133,632.4036367316995,63.52172936494124,221
248,43,3083.3850140130994,1.8504977207689937,297
461,86,476.6755146964548,94.69136487163148,177
614,45,250.84268467205263,7.436901075459902,126
172,32,1043.4077262052936,32.90753649349359,265
429,94,612.0357247309736,74.56552346162641,163
253,73,3674.869770003458,172.96406517585731,174
303,116,1129.9371739612686,94.79675443216912,224
245,61,832.3741493195224,106.33883302224228,112
555,86,854.4894537914604,258.7963584711469,213
309,50,2740.4330140679317,26.375729249218598,242
120,90,2446.7277523935227,37.85938671378948,229
187,64,2334.7808690079664,63.59955756587061,289
574,79,808.8408725908704,54.845933761050645,0
217,91,3368.563831992529,40.702175017492685,246
154,49,2150.074610202094,27.679976301759325,290
301,54,1713.0914807186832,16.503614667847078,197
50,164,4161.662489972658,168.68957029555335,194
459,106,1274.831275258887,35.48714542554337,316
349,126,548.0448481811477,26.906821851959258,205
265,103,371.4373113084724,27.81004770285788,46
388,137,887.1701423246058,271.59897494964804,238
361,92,745.1336502008334,41.94904644207694,287
484,85,676.3220636239955,159.87893374078126,165
372,62,3387.7554651925675,43.72027893843544,17
284,145,975.914481043672,42.43744040653996,264
227,61,3338.1473675900106,116.36218482659606,286
194,28,2902.88974681362,8.484854588464586,119
523,71,143.8612252587341,24.42383171695228,384
189,125,2985.153052788273,128.05335138063853,282
408,60,680.9003366961841,159.35788716807372,277
442,33,3078.379124901982,103.2434526019094,130
304,56,607.5342252078033,240.9242250949673,253
268,134,146.46385620931926,5.716728584737403,140
446,80,376.5729134280488,113.4822229509713,233
205,129,116.30707920617505,42.998154989569,10
153,90,4164.266935534546,105.12930309068588,81
324,119,710.7652233833035,94.60675058576886,288
179,27,1287.707909123706,33.14187970301463,71
230,118,972.8403246179828,203.7883856726081,159
333,139,479.91561863911954,65.35504246717123,281
276,75,3935.987758384769,192.36285335222263,239
466,67,954.3001593011836,71.26100009560113,261
336,68,930.082554043572,188.2506936478824,396
130,93,433.7778818298031,24.251942035587657,399
579,146,764.0669110355054,235.91089915812145,213
343,51,1253.115794246513,289.419256492335,309
405,96,525.0590536994042,32.00905328493231,182
226,90,5033.85170443988,14.151238123324848,173
292,105,56.01057829010983,12.695748713092314,228
460,116,553.7879909919084,220.59733249238008,67
443,100,982.4932146062456,378.536023618093,117
277,77,688.0030625781689,244.4683524330604,151
539,91,867.4563655217489,182.752014821293,119
519,96,556.7743288642517,192.03182866409023,195
350,83,591.4257745166781,210.24850103147048,277
264,125,438.1805695398082,32.46450583822428,99
482,99,451.1167400730903,45.09240137400603,96
187,81,3543.433204911013,48.82262326721143,144
246,42,1969.8429877314445,27.052431878543175,229
197,87,4362.111378576999,104.81279930050874,230
168,32,2742.5781549823205,108.88233430198628,298
419,40,771.7155696923709,8.89058643873372,58
251,120,3359.620111140579,162.31572817965227,282
325,88,1881.648558565853,6.401115699464125,196
325,42,3956.566512116226,56.42178639732772,241
326,71,384.78235090217055,115.09075250438188,231
423,75,2283.4401960241066,106.79586884234536,167
316,102,248.6351479868191,46.617451923054965,176
488,88,600.6438846379625,46.35395571813603,301
327,89,543.8899113375837,112.63756803536332,170
296,28,3932.991633933335,192.0197680584524,255
551,90,891.4265594448618,239.8467806028488,90
172,62,2466.1000973879864,24.35963191166336,431
501,57,1222.1336048409848,91.37136943094704,269
311,106,2846.609096750901,85.86019538928508,200
490,63,605.361631940312,83.16319672617307,133
284,39,2894.98932820202,42.54429425207461,191
207,94,231.37642327434335,60.13850176348183,316
334,86,2737.174690913336,5.387017061466799,160
250,123,514.9256633575393,145.18780337689094,172
191,79,4378.126897870232,10.727427713465696,130
661,111,495.0444768665616,76.11980724309677,170
372,107,430.68357038828304,145.37895600394725,100
234,60,1853.1645358623664,55.256409012338025,246
232,96,3717.5551662547614,174.3870132401116,347
618,76,795.9942942643622,200.649646918072,175
346,99,1086.4942787853963,408.1225860296288,194
303,106,2298.9614782683257,65.32138290553718,0
202,32,2859.579850329991,91.66184520650545,0
348,60,800.0,17.381238532179818,61
406,72,48.24888324851793,7.722707643339863,213
491,51,628.9107720179986,6.536217762351559,34
661,88,3.055344360255874,0.231835087402352,181
295,120,2993.844379288049,144.71259166856785,90
192,53,2963.971402762402,135.27577344137666,128
229,33,824.7041865222393,265.446420808441,126
512,68,723.343059995893,12.28841534139965,224
386,47,563.5440965399287,221.6436088141386,353
276,85,1260.6902277646532,28.543590345569136,151
241,94,793.9430358595055,135.74236890304834,260
282,62,2679.007604192901,23.999074974815496,288
447,95,698.767760073094,216.17588433363213,3
216,80,4709.576462786252,161.82913441903975,241
276,118,347.4018660715198,116.46983363921332,350
215,45,2822.5857171673897,75.14723897001208,388
294,93,1980.3764812641089,27.40386870045177,0
423,68,84.84325999188643,11.781906575619026,153
349,73,637.303075464339,55.35750475493595,127
66,38,4647.174851497589,29.10321856347052,189
400,96,789.9505809948157,113.16733007819606,410
323,88,1971.0174277509448,1.0360874396728983,146
226,111,879.3808787986723,259.4136603796575,303
236,94,3872.837592607434,10.643778972802902,330
617,72,723.8464118199437,257.48243632243845,107
537,55,481.7569201941312,7.073729896998761,193
306,99,226.92447665783956,12.007364484175268,195
245,96,766.5269098324761,291.6146398316083,149
76,114,3045.4581954976807,22.15806598132823,295
419,91,366.2842787079929,77.58825431494179,286
497,44,606.7538923193183,95.9033038509799,187
184,15,3562.3228594774787,84.95844215564946,186
391,51,946.806053503322,24.19533620391063,131
216,51,1806.334420786422,8.000105191089023,494
290,75,458.0635486171933,100.14996319653962,373
166,32,920.7432791807742,95.38843452998204,213
505,100,629.3741212825926,117.36322658186748,286
232,81,3762.1413313995927,164.9925582004417,101
203,76,3311.616658700756,22.259598878161995,258
371,93,1098.766524334207,179.97632099421392,321
289,30,4152.049477283593,65.52623634392621,177
571,99,308.4848462169219,83.38850859582578,272
255,35,3393.5660963831115,89.70155639635192,308
356,128,357.5434025255586,96.10139392819724,287
264,80,3007.896313598736,114.3053089670072,216
657,130,578.4813054566997,193.33754120637192,72
294,79,593.94236910787,37.04448304889466,375
363,97,474.6631652762804,149.422081608194,245
130,39,52.14424517498679,5.316250890314023,201
516,75,705.9018541639485,227.61433069941555,187
221,117,1040.55068156562,389.5713887094006,186
569,91,1182.3618024797763,403.38607260591135,216
92,45,2918.6298500461844,64.08299273477714,397
509,164,461.877923550908,72.69000641434896,81
204,84,312.33115156563093,59.93012166812908,274
329,113,637.9238488300853,33.43092352682001,387
341,53,2871.557492625229,64.08259015877775,373
266,69,466.44437635252586,54.09581073392469,170
246,103,3125.6504135282435,2.5049206926025485,163
495,114,748.4250337605602,290.0934239696613,193
316,99,742.2126934536618,254.02309044231112,153
180,57,2423.502762271948,64.62555457112141,117
457,71,713.6651363408508,54.45215424975293,310
232,23,2459.730878143685,40.509217966136006,174
393,63,480.0053916513271,52.490301874151456,92
274,115,561.7611095347846,109.73175103958708,223
276,89,1037.1669225197868,303.6691321150973,229
288,145,384.2566530038322,118.97534429181913,341
352,143,4522.70010036157,196.63200123926867,259
187,61,4560.38447966284,60.09480383446424,327
180,87,3286.486489666912,156.87490420112954,99
549,89,1132.8261841140193,271.4206634766625,123
286,125,2754.1874193909625,104.91937810277878,198
352,124,524.9291503028777,147.2946787532997,310
370,136,354.6887544041782,76.90154229126145,199
206,122,553.6879395828213,120.75617658665873,2
222,31,3566.823753786914,114.21812749636052,418
284,68,3036.076694952745,41.51448013967362,176
130,114,649.2047869921834,14.549752606487065,148
276,87,140.5978158125498,43.64009467910444,215
393,31,959.1283578776868,156.90822148814763,304
241,103,3376.9978810154744,5.81372280463366,256
238,31,3256.06541723418,145.03038753031532,0
196,80,2195.94809671298,69.36148210875915,268
171,30,980.1740895863738,7.436723577747127,89
150,64,800.0,0.699928559495544,342
580,30,507.43830861328826,197.0338630624937,293
180,69,55.33751114239909,19.892574751349496,322
178,96,2675.555353878769,59.47405054894691,132
321,106,797.9099309792396,111.93671266871328,268
346,107,3097.5233500575814,77.17990956231526,138
411,73,2011.337546844559,57.44371827157904,181
307,121,390.20896826924815,67.36809828914485,124
426,41,590.6593385054173,205.28265973598783,62
355,95,127.9111286874608,47.69897260192391,247
297,67,2068.526910124754,62.31118458056966,155
323,94,860.7382611654582,115.08531039150176,399
444,31,385.0581296800247,112.5232393477062,241
334,43,196.91269101456652,61.34953870344046,171
232,132,83.23867722185953,14.873804562835176,327
310,122,557.6428253728989,100.82367152203317,38
531,79,300.03141232557,118.72317856942284,31
270,118,2193.6637049236115,70.08349950455512,277
332,109,155.2757576823382,17.490299247234983,32
349,47,1436.0082665839718,32.804752395916296,167
192,79,4026.440879575176,152.3296298850997,306
269,67,3479.5729284500508,63.0313309979201,268
195,124,400.6688453683957,154.81046134632794,56
84,54,2191.1661932498528,28.490423721100505,94
210,96,254.69258716267987,89.71112825940496,134
297,61,3931.447852738144,172.4190634901654,190
331,96,773.174511712659,89.36592828787153,237
453,76,1058.678698444122,5.693169194475461,108
126,73,4461.504911073054,23.80476524973465,139
347,85,1785.963188616594,55.90553321498928,121
564,86,1012.4352296910688,198.62340080279756,292
515,118,731.0197666694505,50.245783081261,224
390,117,629.8412874327452,95.88097635340635,67
281,43,3199.1690170481907,43.862668948062094,258
242,107,1339.067079639678,410.33300287584143,295
188,48,4076.778514412457,25.70615580224647,360
363,129,500.4016623359772,165.14033694711756,181
52,96,1667.7108777911408,37.149745273999024,201
428,53,1128.24940198132,377.710300460708,5
204,86,4320.287924712713,165.84821034664628,158
195,72,3175.8420311971404,44.3043127769494,326
459,55,674.006631100817,259.2442411229319,113
294,48,3251.8960317052743,115.499461314116,260
288,102,5213.497490270842,69.54663569456086,224
58,67,1494.8534572839085,34.67951026950354,291
430,69,718.7206387395144,185.7203715766044,409
230,104,3652.912394508948,16.6802453442341,265
572,53,176.62349844909016,42.367477916400105,137
311,112,708.3075435428266,42.70596045778389,236
315,67,85.05504697666615,33.39637617138528,178
228,43,3969.548281815928,126.8484727966457,108
284,81,331.16085960824614,125.97795235019714,333
517,141,745.7147524061991,253.9274584091628,44
275,93,1639.35421803411,59.64225873804715,252
139,90,3449.4680384719445,129.6651868337514,116
79,68,3422.471993833238,10.600511247602824,0
114,92,3710.0325992551834,182.65501054322985,169
356,116,547.7577848609268,107.14523080685753,368
421,102,1113.4205267352404,187.08255952998368,229
213,44,1850.709886576863,89.45463053733612,405
605,72,1100.214702881585,175.44432382722164,267
185,37,4855.855798579822,106.318935309018,199
321,68,717.6692026663699,34.18977735280998,259
333,44,3078.7228609413314,92.4836262422982,247
262,57,3134.5272533355123,61.7118111188875,204
390,138,229.04389909599843,24.87056348380507,247
388,79,420.1009036923003,5.299090310211152,26
461,93,373.6405937956372,49.067784594564046,113
416,100,975.0383455351902,3.886262653737348,137
223,10,3698.959833230149,135.59653950219246,205
216,69,431.16092077439055,131.2121920382094,273
468,118,435.2315581513804,137.5522376536939,27
197,111,2576.47600711585,42.99836970435543,214
349,121,1198.1680368203815,11.03804225708168,137
568,107,1245.3308160869487,9.198464164191009,182
395,79,662.9917864573894,24.987465284029877,116
363,83,647.4858088195726,175.2709634810535,159
141,110,658.1293735934461,250.6310441833241,275
408,140,863.0062427625298,251.8897074647741,398
433,63,192.0092429642476,10.358886861491364,248
467,73,442.5548411121405,92.88474500730382,352
119,90,3403.258070706533,98.15131038781698,148
411,142,749.581445546169,295.24080836488605,293
396,65,1067.4550892288062,347.9033284760178,185
303,136,419.0557298958917,3.9904235334232414,116
50,10,2332.448304357107,55.329745551519295,0
287,89,610.4600648337438,111.40653074901974,191
166,134,1693.641739067536,62.865435564209776,263
299,28,3404.4142222905634,132.38539790535555,262
247,105,3597.960170053876,59.7571751982228,277
283,112,4189.943400440112,66.3905200207348,262
610,30,937.873854046713,3.596048506291286,364
350,95,378.7698333048074,115.1771830721148,317
365,113,776.7600396697768,115.44925700450634,237
552,51,737.9983849239165,7.387393814676216,100
429,89,2371.703111238924,46.0078094340701,339
572,102,844.8665617671577,1.5145731323337464,298
304,124,698.0068396025117,68.16366828881337,324
201,101,3750.0806385889423,7.562759899205898,258
337,29,3139.017537501053,73.4091608092119,99
286,58,3031.619305228299,22.427667102774677,219
358,71,672.4664605429188,144.50179318895445,264
519,121,665.2884300368551,261.9239927652527,398
237,82,2023.7586044176896,20.641791715463683,272
270,11,1538.9953462117264,51.31991189498876,273
295,74,645.3693216500526,248.89204729980213,138
216,97,473.5174244066641,27.1163934771088,189
287,42,2043.3706105978365,52.633858267708845,81
423,75,414.0132908059146,126.58872224347772,57
190,73,5149.573177125315,220.9998391680969,94
283,113,3967.3587452511433,7.894474058548724,337
132,76,1327.9391023820974,251.4697725048382,408
231,86,363.9580029310845,29.148804773854323,379
253,65,190.45779694295945,59.60884403067024,0
130,83,329.19342185337814,36.33275576440367,34
411,96,2704.6162873035846,37.68805930196108,0
169,68,787.7878946343492,136.67397181113824,74
290,90,855.0559661545128,156.65125484294694,297
283,106,524.3852626095432,30.59664817773745,153
429,52,514.5262956367606,158.5748141828864,97
344,25,800.0,1.5360350930537825,63
376,121,320.5434814148206,30.70354964328418,192
414,42,638.1128076044699,206.56509589990023,114
438,77,490.4452151118796,119.04702827609808,304
466,102,374.4367423237477,137.70728977164592,172
168,94,3248.33767542293,133.0999354843025,102
170,117,763.8219515424804,136.05036881891914,370
520,163,87.25093344286326,20.64182344124856,210
299,102,1680.3327187981608,4.789148842656384,285
292,70,2294.3644000512595,25.74081604150358,380
302,52,2973.209948512919,111.70696416143257,372
142,10,3480.2157845734346,59.690348984306894,0
678,91,921.9062984410866,310.9402398011973,117
201,59,2153.004327182797,82.48649092686621,154
296,80,551.2067130668569,115.11295977906512,0
364,94,878.677518192554,311.13232275151546,142
385,97,425.7674598943143,169.37116483036706,243
167,48,5254.793305364518,110.69245261755871,278
459,117,3746.841686538456,122.80460442273323,195
407,149,1254.4707242904624,297.9891660062153,401
383,42,716.5268682938595,277.79521134222654,117
295,149,132.57817924394598,11.49493708166145,160
198,76,2981.9348143199727,91.9363271982942,452
334,50,2509.1982234637426,111.06199108970291,154
424,94,645.3098727165408,202.1070898227651,403
497,82,315.412646944071,41.51622963583523,287
373,37,3748.2377159954954,106.67605666450598,22
595,80,591.9746263277585,43.442473275084026,169
563,92,431.3382911339209,142.7126207358924,272
404,115,473.556675808268,91.9852243261725,242
354,124,1208.0219035453051,424.2290557377387,74
408,43,438.7269176997768,56.7655306971491,71
158,44,2845.58743520413,82.86849683077432,147
242,100,795.8471626559356,208.3797823800305,192
625,101,420.7685107582361,6.8165654142734,209
395,124,1149.0754364650456,37.35570510337552,172
212,83,3203.693090512905,7.898543065196761,222
418,77,910.1416128025872,278.2846092181252,127
387,90,3312.1261260276515,63.7680423192092,115
467,118,498.94013848783993,43.357213983847615,121
517,98,182.73176062236868,11.16898982802234,185
